Original Name,Processed Name 
Bifidobacterium bifidum  (Bifidobacterium bifidum)  ,bifidobacterium bifidum
Bifidobacterium breve  (Bifidobacterium breve)  ,bifidobacterium breve
Bifidobacterium lactis  (Bifidobacterium lactis)  ,bifidobacterium lactis
Lactobacillus acidophilus  (Lactobacillus acidophilus)  ,lactobacillus acidophilus
Lactobacillus salivarius  (Lactobacillus salivarius)  ,lactobacillus salivarius
Lactobacillus rhamnosus  (Lactobacillus rhamnosus)  ,lactobacillus rhamnosus
Lactobacillus casei  (Lactobacillus casei)  ,lactobacillus casei
Lactobacillus plantarum  (Lactobacillus plantarum)  ,lactobacillus plantarum
Lactobacillus plantarum  (Lactobacillus plantarum)  ,lactobacillus plantarum
Lactobacillus plantarum  (Lactobacillus plantarum)  ,lactobacillus plantarum
Bifidobacterium lactis  (Bifidobacterium lactis)  ,bifidobacterium lactis
Bifidobacterium breve  (Bifidobacterium breve)  ,bifidobacterium breve
Lactobacillus acidophilus  (Lactobacillus acidophilus)  ,lactobacillus acidophilus
|Lactobacillus casei subsp, casei  (Lactobacillus casei casei)  |,lactobacillus casei subsp casei
Lactobacillus plantarum  (Lactobacillus plantarum)  ,lactobacillus plantarum
Lactobacillus casei subsp. rhamnosus  (Lactobacillus casei rhamnosus)  ,lactobacillus casei subsp rhamnosus
Lactobacillus salivarious  (Lactobacillus salivarious)  ,lactobacillus salivarious
Streptococcus thermophilus  (Streptococcus thermophilus)  ,streptococcus thermophilus
Lactobacillus paracasei  (Lactobacillus paracasei)  ,lactobacillus paracasei
Bifidobacterium lactis  (Bifidobacterium lactis)  ,bifidobacterium lactis
Bifidobacterium breve  (Bifidobacterium breve)  ,bifidobacterium breve
Lactobacillus acidophilus  (Lactobacillus acidophilus)  ,lactobacillus acidophilus
|Lactobacillus casei subsp, casei  (Lactobacillus casei casei)  |,lactobacillus casei subsp casei
|Lactobacillus casei subsp, rhamnosus  (Lactobacillius casei rhamnosus)  |,lactobacillus casei subsp rhamnosus
Lactobacillus paracasei  (Lactobacillus paracasei)  ,lactobacillus paracasei
Lactobacillus plantarum  (Lactobacillus plantarum)  ,lactobacillus plantarum
Lactobacillus salivarious  (Lactobacillus salivarious)  ,lactobacillus salivarious
Streptococcus thermophilus  (Streptococcus thermophilus)  ,streptococcus thermophilus
Bifidobacterium lactis  (Bifidobacterium lactis)  ,bifidobacterium lactis
Bifidobacterium breve  (Bifidobacterium breve)  ,bifidobacterium breve
Lactobacillus acidophilus  (Lactobacillus acidophilus)  ,lactobacillus acidophilus
|Lactobacillus casei subsp, casei  (Lactobacillus casei casei)  |,lactobacillus casei subsp casei
|Lactobacillus casei subsp, rhamnosus  (Lactobacillius casei rhamnosus)  |,lactobacillus casei subsp rhamnosus
Lactobacillus paracasei  (Lactobacillus paracasei)  ,lactobacillus paracasei
Lactobacillus plantarum  (Lactobacillus plantarum)  ,lactobacillus plantarum
Lactobacillus salivarious  (Lactobacillus salivarious)  ,lactobacillus salivarious
Streptococcus thermophilus  (Streptococcus thermophilus)  ,streptococcus thermophilus
Brevibacillus Laterosporus  ((Non-dairy) (BOD Strain) (Minimum of 1 million microorganisms))  ,brevibacillus laterosporus
Wildcrafted Black Walnut  (Green Hull)  ,wildcrafted black walnut
Wildcrafted Black Walnut  (Green Hull)  ,wildcrafted black walnut
Acidophilus  (acidophilus)  ,acidophilus
Lactobacillus sporogenes  (Lactobacillus sporogenes)  ,lactobacillus sporogenes
Lactobacillus acidophilus  (Lactobacillus acidophilus)  ,lactobacillus acidophilus
Bifidum longum  (longum) (Bifidum)  ,bifidum longum
Lactobacillus plantarum  (Lactobacillus plantarum)  ,lactobacillus plantarum
Bacillus Coagulans  (Bacillus Coagulans)  ,bacillus coagulans
Bifidobacterium longum  (Bifidobacterium longum)  ,bifidobacterium longum
Lactobacillus acidophilus  (Lactobacillus acidophilus)  ,lactobacillus acidophilus
Bacillus Coagulans  (Bacillus Coagulans)  ,bacillus coagulans
Bacillus Coagulans  (Bacillus Coagulans)  ,bacillus coagulans
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 60)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium bifidum  (Bifidobacterium bifidum) (CUL 20)  ,bifidobacterium bifidum
Bifidobacterium animalis subsp. lactis  (Bifidobacterium animalis lactis) (CUL 34)  ,bifidobacterium animalis subsp lactis
Multi-Strain Blend   ,multi-strain
Lactobacillus salivarius  (Lactobacillus salivarius) (CUL 61)  ,lactobacillus salivarius
Lactobacillus plantarum  (Lactobacillus plantarum) (CUL 66)  ,lactobacillus plantarum
Lactobacillus rhamnosus  (Lactobacillus rhamnosus) (CUL 63)  ,lactobacillus rhamnosus
Streptococcus thermophilus  (Streptococcus thermophilus) (CUL 68)  ,streptococcus thermophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 60)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium bifidum  (Bifidobacterium bifidum) (CUL 20)  ,bifidobacterium bifidum
Bifidobacterium animalis subsp. lactis  (Bifidobacterium animalis lactis) (CUL 34)  ,bifidobacterium animalis subsp lactis
Multi-Strain Blend   ,multi-strain
Lactobacillus salivarius  (Lactobacillus salivarius) (CUL 61)  ,lactobacillus salivarius
Lactobacillus plantarum  (Lactobacillus plantarum) (CUL 66)  ,lactobacillus plantarum
Lactobacillus rhamnosus  (Lactobacillus rhamnosus) (CUL 63)  ,lactobacillus rhamnosus
Streptococcus thermophilus  (Streptococcus thermophilus) (CUL 68)  ,streptococcus thermophilus
L. acidophilus  (L. acidophilus) (25%)  ,l acidophilus
L. plantarum  (L. plantarum) (25%)  ,l plantarum
L. rhamnosus  (L. rhamnosus) (25%)  ,l rhamnosus
L. lactis  (L. ssp. lactis) (22%)  ,l lactis
B. bifidum  (B. bifidum) (1%)  ,b bifidum
L. salivarius  (L. salivarius) (1%)  ,l salivarius
S. thermophilus  (S. thermophilus) (1%)  ,s thermophilus
Lactobacillus acidophilus (CUL 60)  (Lactobacillus acidophilus)  ,lactobacillus acidophilus
Bifidobacterium bidifum (CUL 20)  (Bifidobacterium bidifum)  ,bifidobacterium bidifum
Bifidoacterium animalis (CUL 34)  (Bifidoacterium animalis Lactis)  ,bifidoacterium animalis
Lactobacillus salivarius (CUL 61)  (Lactobacillus salivarius)  ,lactobacillus salivarius
Lactobacillus acidophilus NCFM(R)  (Lactobacillus acidophilus)  ,lactobacillus acidophilus ncfm
Bifidobacterium lactis HN019(TM)  (Bifidobacterium lactis)  ,bifidobacterium lactis hn019
Lactobacillus rhamnosus HN001(TM)  (Lactobacillus rhamnosus)  ,lactobacillus rhamnosus hn001
Lactobacillus acidophilus  (CUL 60)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium bifidum  (CUL 20)  ,bifidobacterium bifidum
Bifidobacterium lactis  (Bifidobacterium lactis) (CUL 34)  ,bifidobacterium lactis
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 60)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium bifidum  (Bifidobacterium bifidum) (CUL 20)  ,bifidobacterium bifidum
Bifidobacterium lactis  (Bifidobacterium lactis) (CUL 34)  ,bifidobacterium lactis
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 60)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium bifidum  (Bifidobacterium bifidum) (CUL 20)  ,bifidobacterium bifidum
Bifidobacterium animalis subsp. lactis  (Bifidobacterium animalis lactis) (CUL 34)  ,bifidobacterium animalis subsp lactis
Lactobacillus salivarius  (Lactobacillus salivarius) (CUL 61)  ,lactobacillus salivarius
Lactobacillus paracasei  (Lactobacillus paracasei) (CUL 08)  ,lactobacillus paracasei
Lactobacillus plantarum  (Lactobacillus plantarum) (CUL 66)  ,lactobacillus plantarum
Lactobacillus casei  (Lactobacillus casei) (CUL 06)  ,lactobacillus casei
Lactobacillus fermentum  (Lactobacillus fermentum) (CUL 67)  ,lactobacillus fermentum
Lactobacillus gasseri  (Lactobacillus gasseri) (CUL 09)  ,lactobacillus gasseri
Pendiococcus pentosaceus  (Pendiococcus pentosaceus) (CUL 15)  ,pendiococcus pentosaceus
Bifidobacterium breve  (Bifidobacterium breve) (CUL 74)  ,bifidobacterium breve
Streptococcus thermophilus  (Streptococcus thermophilus) (CUL 68)  ,streptococcus thermophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (NCFM(R))  ,lactobacillus acidophilus
Bifidobacterium lactis  (Bifidobacterium lactis) (HN019(TM))  ,bifidobacterium lactis
Lactobacillus rhamnosus  (Lactobacillus rhamnosus) (HN001(TM))  ,lactobacillus rhamnosus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 60)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium bifidum  (Bifidobacterium bifidum) (CUL 20)  ,bifidobacterium bifidum
Bifidobacterium animalis subsp. lactis  (Bifidobacterium animalis lactis) (CUL 34)  ,bifidobacterium animalis subsp lactis
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 60)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium bifidum  (Bifidobacterium bifidum) (CUL 20)  ,bifidobacterium bifidum
Bifidobacterium animalis subsp. lactis  (Bifidobacterium animalis lactis) (CUL 34)  ,bifidobacterium animalis subsp lactis
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 60)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium bifidum  (Bifidobacterium bifidum) (CUL 20)  ,bifidobacterium bifidum
Bifidobacterium lactis  (Bifidobacterium lactis) (CUL 34)  ,bifidobacterium lactis
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 60)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium bifidum  (Bifidobacterium bifidum) (CUL 20)  ,bifidobacterium bifidum
Bifidobacterium lactis  (Bifidobacterium lactis) (CUL 34)  ,bifidobacterium lactis
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 60)  ,lactobacillus acidophilus
Bifidobacterium bifidum  (Bifidobacterium bifidum) (CUL 20)  ,bifidobacterium bifidum
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium animalis subsp. lactis  (Bifidobacterium animalis lactis) (CUL 34)  ,bifidobacterium animalis subsp lactis
Lactobacillus gasseri  (Lactobacillus gasseri) (CUL 09)  ,lactobacillus gasseri
|LAB4 Probiotics   (Lactobacillus acidophilus (Lactobacillus acidophilus) (CUL 60), Lactobacillus acidophilus (Lactobacillus acidophilus) (CUL 21), Bifidobacterium bifidum (Bifidobacterium bifidum) (CUL 20), Bifidobacterium animalis subsp. Lactis (Bifidobacterium animalis Lactis) (CUL 34))  |,lab4 probiotics
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 60)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium lactis & bifidum  (Bifidobacterium lactis & bifidum) (CUL 34 & CUL 20)  ,bifidobacterium lactis bifidum
{Blend}   ,
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 60)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium bifidum  (Bifidobacterium bifidum) (CUL 20)  ,bifidobacterium bifidum
Bifidobacterium lactis  (Bifidobacterium lactis) (CUL 34)  ,bifidobacterium lactis
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 60)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium bifidum  (Bifidobacterium bifidum) (CUL 20)  ,bifidobacterium bifidum
Bifidobacterium lactis  (Bifidobacterium lactis) (CUL 34)  ,bifidobacterium lactis
Lactobacillus acidophilus (CUL 60)  (Lactobacillus acidophilus)  ,lactobacillus acidophilus
Bifidobacterium bifidum (CUL 20)   ,bifidobacterium bifidum
Bifidobacterium lactis (CUL 34)   ,bifidobacterium lactis
Lactobacillus acidophillus Blend   ,lactobacillus acidophillus
Lactobacillus acidophilus  (Lactobacillus acidophilus)  ,lactobacillus acidophilus
L acidophilus LA-5(R) and Bifidobacterium BB-12(R)   ,l acidophilus la-5 bifidobacterium bb-12
L-acidophilus LA-5(R) and Bifidobacterium BB-12(R)   ,l-acidophilus la-5 bifidobacterium bb-12
Lactobacillus acidophilus  (CUL 60)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium bifidum  (Bifidobacterium bifidum) (CUL 20)  ,bifidobacterium bifidum
Bifidobacterium animalis subsp. Lactis  (Bifidobacterium animalis Lactis) (CUL 34)  ,bifidobacterium animalis subsp lactis
Lactobacillus acidophilus  (Lactobacillus acidophilus)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus)  ,lactobacillus acidophilus
Horsetail rush stems powder  (Equisetum arvense) (stems)  ,horsetail rush stems
L. acidophilus  (L. acidophilus) (20%)  ,l acidophilus
L. plantarum  (L. plantarum) (20%)  ,l plantarum
L. rhamnosus  (L. rhamnosus) (20%)  ,l rhamnosus
L. fermentum  (L. fermentum) (18%)  ,l fermentum
L. helveticus  (L. helveticus) (18%)  ,l helveticus
B. bifidum  (B. bifidum) (2%)  ,b bifidum
S. thermophilus  (S. thermophilus) (2%)  ,s thermophilus
L. acidophilus  (L. acidophilus)  ,l acidophilus
B. bifidum  (B. bifidum)  ,b bifidum
L. helveticus  (L. helveticus)  ,l helveticus
S. thermophilus   ,s thermophilus
B. bifidum  (B. bifidum)  ,b bifidum
B. lactis  (B. lactis)  ,b lactis
L. rhamnosus  (L. rhamnosus)  ,l rhamnosus
L. plantarum  (L{actobacillus} plantarum)  ,l plantarum
L. acidophilus  (L. acidophilus)  ,l acidophilus
L. salivarius  (L. salivarius)  ,l salivarius
B. longum  (B. longum)  ,b longum
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 60)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium bifidum  (Bifidobacterium bifidum) (CUL 20)  ,bifidobacterium bifidum
Bifidobacterium lactis  (Bifidobacterium lactis) (CUL 34)  ,bifidobacterium lactis
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 60)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium bifidum  (Bifidobacterium bifidum) (CUL 20)  ,bifidobacterium bifidum
Bifidobacterium lactis  (Bifidobacterium lactis) (CUL 34)  ,bifidobacterium lactis
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 60)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium bifidum  (Bifidobacterium bifidum) (CUL 20)  ,bifidobacterium bifidum
Bifidobacterium lactis  (Bifidobacterium lactis) (CUL 34)  ,bifidobacterium lactis
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 60)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium bifidum  (Bifidobacterium bifidum) (CUL 20)  ,bifidobacterium bifidum
Bifidobacterium lactis  (Bifidobacterium lactis) (CUL 34)  ,bifidobacterium lactis
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 60)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium bifidum  (Bifidobacterium bifidum) (CUL 20)  ,bifidobacterium bifidum
Bifidobacterium lactis  (Bifidobacterium lactis) (CUL 34)  ,bifidobacterium lactis
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 60)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium bifidum  (Bifidobacterium bifidum) (CUL 20)  ,bifidobacterium bifidum
Bifidobacterium lactis  (Bifidobacterium lactis) (CUL 34)  ,bifidobacterium lactis
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 60)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium bifidum  (Bifidobacterium bifidum) (CUL 20)  ,bifidobacterium bifidum
Bifidobacterium animalis subsp. lactis  (Bifidobacterium animalis lactis) (CUL 34)  ,bifidobacterium animalis subsp lactis
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 60)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus) (CUL 21)  ,lactobacillus acidophilus
Bifidobacterium bifidum  (Bifidobacterium bifidum) (CUL 20)  ,bifidobacterium bifidum
Bifidobacterium animalis subsp. lactis  (Bifidobacterium animalis lactis) (CUL 34)  ,bifidobacterium animalis subsp lactis
Lactobacillus Acidophilus  (contains 1 billion active Lactobacillus Acidophilus (including the naturally occurring metabolic product produced by Lactobacilli) at the time of manufacture)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus)  ,lactobacillus acidophilus
|Green Source Probiotic Blend  (Total count: 503 million, at time of manufacture)  |,green source probiotic
Bifidobacterium Bifidum  (Bifidobacterium Bifidum)  ,bifidobacterium bifidum
Lactobacillus acidophilus  (Lactobacillus acidophilus)  ,lactobacillus acidophilus
Lactobacillus bulgaricus  (Lactobacillus bulgaricus)  ,lactobacillus bulgaricus
|Green Source Probiotic Blend   (B. bifidum (B. bifidum), L. bulgaricus (L. bulgaricus), L. acidophilus (L. acidophilus))  |,green source probiotic
Lactobacillus Acidophilus  (which contains over 100 million active Lactobacillus Acidophilus (At time of manufacture))  ,lactobacillus acidophilus
Lactobacillus Acidophilus  (which contains over 100 million active Lactobacillus Acidophilus (At time of manufacture))  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus)  ,lactobacillus acidophilus
Lactobacillus plantarum  (Lactobacillus plantarum)  ,lactobacillus plantarum
Bifidobacterium bifidum  (Bifidobacterium bifidum)  ,bifidobacterium bifidum
Lactobacillus casei  (Lactobacillus casei)  ,lactobacillus casei
Lactobacillus acidophilus  (Lactobacillus acidophilus)  ,lactobacillus acidophilus
Lactobacillus bulgaricus  (Lactobacillus bulgaricus)  ,lactobacillus bulgaricus
Lactobacillus sporogenes  (Probiotic Blend provides a total of 1.2 billion organisms.)  ,lactobacillus sporogenes
Lactobacillus acidophilus  (Lactobacillus acidophilus)  ,lactobacillus acidophilus
Lactobacillus bulgaricus  (Lactobacillus bulgaricus)  ,lactobacillus bulgaricus
Lactobacillus acidophilus  (Lactobacillus acidophilus)  ,lactobacillus acidophilus
Lactobacillus bulgaricus  (Lactobacillus bulgaricus)  ,lactobacillus bulgaricus
Lactospore(R)  (B. coagulans)  (B. coagulans) (registered trademark of Sabinsa)  ,lactospore
Lactobacillus acidophilus  (Lactobacillus acidophilus)  ,lactobacillus acidophilus
Lactobacillus bulgaricus  (Lactobacillus bulgaricus)  ,lactobacillus bulgaricus
Lactobacillus acidophilus  (Lactobacillus acidophilus)  ,lactobacillus acidophilus
Lactobacillus acidophilus  (Lactobacillus acidophilus)  ,lactobacillus acidophilus
{Blend}   ,
L. acidophilus  (L. acidophilus)  ,l acidophilus
L. plantarum  (L. plantarum)  ,l plantarum
B. longum  (B. longum)  ,b longum
Acidophilus  (acidophilus)  ,acidophilus
Acidophilus  (acidophilus)  ,acidophilus
Acidophilus  (acidophilus)  ,acidophilus
Acidophilus  (acidophilus)  ,acidophilus
Grape seed Extract  (seed)  (min. 85.0% OPC)  ,grape
L. rhamnosus R0011  (L. rhamnosus) (4.533 mg)  ,l rhamnosus r0011
L. casei R0215  (L. casei) (6.800 mg)  ,l casei r0215
L. plantarum R1012  (L. plantarum) (3.400 mg)  ,l plantarum r1012
L. acidophilus LA14  (L. acidophilus) (4.533 mg)  ,l acidophilus la14
B. longum BL50  (B. longum) (8.500 mg)  ,b longum bl50
B. lactis BL04  (B. lactis) (0.755 mg)  ,b lactis bl04
L. paracasei  (L. paracasei)  ,l paracasei
L. rhamnosus  (L. rhamnosus)  ,l rhamnosus
L. salivarius  (L. salivarius)  ,l salivarius
Streptococcus thermophilus  (Streptococcus thermophilus)  ,streptococcus thermophilus
L. bulgaricus  (L. bulgaricus)  ,l bulgaricus
L. paracasei  (L. paracasei)  ,l paracasei
L. rhamnosus  (L. rhamnosus)  ,l rhamnosus
L. salivarius  (L. salivarius)  ,l salivarius
Streptococcus thermophilus  (Streptococcus thermophilus)  ,streptococcus thermophilus
L. bulgaricus  (L. bulgaricus)  ,l bulgaricus
L. paracasei  (L. paracasei)  ,l paracasei
L. rhamnosus  (L. rhamnosus)  ,l rhamnosus
L. salivarius  (L. salivarius)  ,l salivarius
Streptococcus thermophilus  (Streptococcus thermophilus)  ,streptococcus thermophilus
L. bulgaricus  (L. bulgaricus)  ,l bulgaricus
L. acidophilus  (L. acidophilus)  ,l acidophilus
L. plantarum  (L. plantarum)  ,l plantarum
L. salivarius  (L. salivarius)  ,l salivarius
Lactobacillus plantarum  (Lactobacillus plantarum)  ,lactobacillus plantarum
L. paracasei  (L. paracasei)  ,l paracasei
L. rhamnosus  (L. rhamnosus)  ,l rhamnosus
L. salivarius  (L. salivarius)  ,l salivarius
Streptococcus thermophilus  (Streptococcus thermophilus)  ,streptococcus thermophilus
Lactobacillus plantarum  (Lactobacillus plantarum)  ,lactobacillus plantarum
L. paracasei  (L. paracasei)  ,l paracasei
L. rhamnosus  (L. rhamnosus)  ,l rhamnosus
L. salivarius  (L. salivarius)  ,l salivarius
Streptococcus thermophilus  (Streptococcus thermophilus)  ,streptococcus thermophilus
Lactobacillus plantarum  (Lactobacillus plantarum)  ,lactobacillus plantarum
L. paracasei  (L. paracasei)  ,l paracasei
L. rhamnosus  (L. rhamnosus)  ,l rhamnosus
L. salivarius  (L. salivarius)  ,l salivarius
Streptococcus thermophilus  (Streptococcus thermophilus)  ,streptococcus thermophilus
L. plantarum  (L. plantarum)  ,l plantarum
L. paracasei  (L. paracasei)  ,l paracasei
L. rhamnosus  (L. rhamnosus)  ,l rhamnosus
L. salivarius  (L. salivarius)  ,l salivarius
S. thermophilus  (S. thermophilus)  ,s thermophilus
L. bulgaricus  (L. bulgaricus)  ,l bulgaricus
Lactobacillus plantarum  (Lactobacillus plantarum)  ,lactobacillus plantarum
L. paracasei  (L. paracasei)  ,l paracasei
L. rhamnosus  (L. rhamnosus)  ,l rhamnosus
L. salivarius  (L. salivarius)  ,l salivarius
Streptococcus thermophilus  (Streptococcus thermophilus)  ,streptococcus thermophilus
Lactobacillus plantarum  (Lactobacillus plantarum)  ,lactobacillus plantarum
L. paracasei  (L. paracasei)  ,l paracasei
L. rhamnosus  (L. rhamnosus)  ,l rhamnosus
L. salivarius  (L. salivarius)  ,l salivarius
Streptococcus thermophilus  (Streptococcus thermophilus)  ,streptococcus thermophilus
Lactobacillus plantarum  (Lactobacillus plantarum)  ,lactobacillus plantarum
L. paracasei  (L. paracasei)  ,l paracasei
L. rhamnosus  (L. rhamnosus)  ,l rhamnosus
L. salivarius  (L. salivarius)  ,l salivarius
Streptococcus thermophilus  (Streptococcus thermophilus)  ,streptococcus thermophilus
L. plantarum  (L. plantarum)  ,l plantarum
L. paracasei  (L. paracasei)  ,l paracasei
L. rhamnosus  (L. rhamnosus)  ,l rhamnosus
L. salivarius  (L. salivarius)  ,l salivarius
Streptococcus thermophilus  (Streptococcus thermophilus)  ,streptococcus thermophilus
acidophilus   ,acidophilus
L. Acidophilus  (L. Acidophilus) (4 billion CFU/G)  ,l acidophilus
L. rhamnosus  (L. rhamnosus)  ,l rhamnosus
L. Casei   ,l casei
B. longum  (B. longum)  ,b longum
L. acidophilus  (L. acidophilus)  ,l acidophilus
L. Plantarum   ,l plantarum
L. rhamnosus  (L. rhamnosus)  ,l rhamnosus
L. Casei   ,l casei
B. longum  (B. longum)  ,b longum
L. acidophilus  (L. acidophilus)  ,l acidophilus
L. Plantarum   ,l plantarum
Bacillus subtilus  (Bacillus subtilus)  ,bacillus subtilus
L. acidophilus  (L. acidophilus)  ,l acidophilus
B. Breve  (B. Breve)  ,b breve
L. plantarum  (L. plantarum)  ,l plantarum
Acidophilus  (acidophilus)  ,acidophilus
Probiotics   ,probiotics
Lactobacillus rhamnosus  (Lactobacillus rhamnosus)  ,lactobacillus rhamnosus
Lactobacillus casei  (Lactobacillus casei)  ,lactobacillus casei
Probiotics   ,probiotics
Lactobacillus rhamnosus  (Lactobacillus rhamnosus)  ,lactobacillus rhamnosus
Lactobacillus casei  (Lactobacillus casei)  ,lactobacillus casei
Probiotics   ,probiotics
Lactobacillus rhamnosus  (Lactobacillus rhamnosus)  ,lactobacillus rhamnosus
Lactobacillus casei  (Lactobacillus casei)  ,lactobacillus casei
Lactobacillus casei  (Lactobacillus casei)  ,lactobacillus casei
Lactobacillus rhamnosus  (Lactobacillus rhamnosus)  ,lactobacillus rhamnosus
|Ginkgo (Ginkgo biloba) leaf extract  (Ginkgo biloba) (leaf)  (24.0% Flavone Glycosides, & 6.0% Terpene Lactones)  |,ginkgo
Reishi Mushroom  (Ganoderma lucidum) (traditionally grown)  ,reishi mushroom
Reishi Mushroom  (Ganoderma lucidum) (traditionally grown)  ,reishi mushroom
Chaste Tree  (Vitex agnus-castus) (berry)  ((certified organically grown) (sustainably wildcrafted))  ,chaste tree
Chaste Tree  (Vitex agnus-castus) (berry)  ((certified organically grown) (sustainably wildcrafted))  ,chaste tree
Chaste Tree  (Vitex agnus-castus) (berry)  ((certified organically grown) (sustainably wildcrafted))  ,chaste tree
Fenugreek  (Trigonella foenum-graecum) (seed)  (certified organically grown)  ,fenugreek
Chaste Tree  (Vitex agnus-castus) (berry)  ((certified organically grown) (sustainably wildcrafted))  ,chaste tree
Fenugreek  (Trigonella foenum-graecum) (seed)  (certified organically grown)  ,fenugreek
Muira Puama liquid extract  (Ptychopetalum olacoides) (stem)  (dry herb / menstruum ratio: 1 : 4)  ,muira puama
Muira Puama liquid extract  (Ptychopetalum olacoides) (stem)  (dry herb / menstruum ratio: 1 : 4)  ,muira puama
Chaste Tree  (Vitex agnus-castus) (berry)  ((certified organically grown) (sustainably wildcrafted))  ,chaste tree
Chaste Tree  (Vitex agnus-castus) (berry)  ((certified organically grown) (sustainably wildcrafted))  ,chaste tree
Chaste Tree  (Vitex agnus-castus) (berry)  ((certified organically grown) (sustainably wildcrafted))  ,chaste tree
Valerian  (Valeriana officinalis) (rhizome & roots)  ((certified organically grown) (fresh (undried)))  ,valerian
Valerian  (Valeriana officinalis) (rhizome & roots)  ((certified organically grown) (fresh (undried)))  ,valerian
Stone Breaker  (Chanca piedra) (proprietary extract blend:)  ,stone breaker
