Original Name,Processed Name
|Proprietary Blend   (Biota (Seed), Yellow Dock (Herb), Rehmannia (Root), Succinum (Resin), Cistanches (Herb), Acorus (Rhizome), Chaparral (Root), Lotus (Seed), Ophiopogon (Root), Astragalus (root), Cuscuta (Seed), Ginseng (Root), Polygala (Polygala) (Root), Polygonum (Root), Yucca (Root), Ziphus (Seed))  |,proprietary
|Proprietary Blend   (Eucommia (Bark), Achyranthes (Root), Alantoin, Rehmannia (Root), dL-Methionine, Grossy Privet (Fruit), Gelatin, Teasel (Root), Angelica (Root), Astragalus (root), Barrenwort (Leaves), Sweetgum (Fruit))  |,proprietary
|Energy Blend   (Taurine, Glucuronic Acid, Malic Acid, N-Acetyl L-Tyrosine, L-Phenylalanine, Caffeine, Citicoline)  |,energy
Glucuronic Acid   (as or from Glucuronolactone)  ,glucuronic acid
Calories   ,calories
Calories fom Fat   ,calories fom fat
Enzyme Blend   ,enzyme
Calories   ,calories
|Proprietary Blend   (d-gamma tocopherol, d-delta tocopherol, and d-beta tocopherol)  |,proprietary
Proprietary Blend   ,proprietary
Proprietary Blend   ,proprietary
Proprietary Blend   ,proprietary
Proprietary Blend   ,proprietary
Proprietary Blend   ,proprietary
Calories   ,calories
Calories from Fat   ,calories from fat
Phospholipids   ,phospholipids
Royal Jelly   ,royal jelly
Calories   ,calories
Calories from Fat   ,calories from fat
CARDIO BLAST BLEND   ,cardio blast
Calories   ,calories
Calories from Fat   ,calories from fat
Calories   ,calories
PepForm(TM) Leucine Peptides   (L-Leucine)  ,pepform leucine peptides
Sustamine(TM)  (L-Alanyl-L-Glutamine)   ,sustamine
Calories   ,calories
Calories from Fat   ,calories from fat
Calories   ,calories
Calories from Fat   ,calories from fat
Calories   ,calories
Calories from Fat   ,calories from fat
Calories   ,calories
Calories from Fat   ,calories from fat
Calories   ,calories
Calories   ,calories
Calories from Fat   ,calories from fat
|Proprietary Thunder Energy Blend   (Glutamine Peptides, hydrolyzed Whey Protein isolate, Glucuronolactone, Anhydrous Caffeine, Taurine, White Tea Extract (Camellia sinensis) (leaf), Green Tea Extract (Camellia sinensis) (leaf), Metabromine G(R) ( cocoa/guarana extract ) , Ginseng Powder (Panax  ginseng) (root), L-Tyrosine, Inulin, Cinnulin PF(R) Cinnamon Extract (Cinnamomum cassia) (bark))  |,proprietary thunder energy
Calories   ,calories
Calories   ,calories
Calories   ,calories
Calories from Fat   ,calories from fat
Calories   ,calories
Calories from Fat   ,calories from fat
Calories   ,calories
Calories   ,calories
Calories   ,calories
Calories   ,calories
Calories from Fat   ,calories from fat
Calories   ,calories
Calories from Fat   ,calories from fat
Calories   ,calories
Calories from Fat   ,calories from fat
Calories   ,calories
Calories from Fat   ,calories from fat
Calories   ,calories
|Proprietary Power Matrix   (Betaine Anhydrous, Creapure(R) Creatine Monohydrate, Glucuronolactone, CarnoSyn(R) Beta-Alanine)  |,proprietary power matrix
|Proprietary Pump N.O. Blend   (L-Arginine, micronized L-Citrulline, micronized Taurine)  |,proprietary pump n o
|Proprietary Energizing & Alertness Blend   (Choline Bitartrate, Caffeine)  |,proprietary energizing alertness
Calories   ,calories
|Proprietary Power Matrix   (Betaine Anhydrous, Creapure(R) Creatine Monohydrate, Glucuronolactone, CarnoSyn(R) Beta-Alanine)  |,proprietary power matrix
|Proprietary Pump N.O. Blend   (L-Arginine, micronized L-Citrulline, micronized Taurine)  |,proprietary pump n o
|Proprietary Energizing & Alertness Blend   (Choline Bitartrate, Caffeine)  |,proprietary energizing alertness
Calories   ,calories
Proprietary MethXanth Blend(TM)   ,proprietary methxanth
Calories   ,calories
Calories   ,calories
PepForm(TM) Leucine Peptides   (L-Leucine)  ,pepform leucine peptides
Sustamine(TM)  (L-Alanyl-L-Glutamine)   ,sustamine
Calories   ,calories
|Proprietary Speed Shot Blend   (CarnoSyn(R) Beta-Alanine, Caffeine Anhydrous, Taurine, DMAE (2-Dimethylaminoethanol) Bitartrate, Citrulline Malate, Evodiamine, N-Acetyl L-Tyrosine, Advantra Z(R) Bitter Orange Extract (Citrus aurantium) (fruit)  (TOTAL SYNEPHRINE FROM BITTER ORANGE IS 12.5 MG PER SERVING), Yerba Mate Extract (llex paraguariensis) (leaf), Cocoa Extract (Theobroma cacao) (fruit), Yohimbine HCl, Guarana Extract (Paullinia cupana) (seed), Acai Berry Extract, White Tea Powder, Korean Ginseng, Grape seed extract (seed), Green Coffee Bean Extract, Vinpocetine)  |,proprietary speed shot
Calories   ,calories
Calories   ,calories
Calories   ,calories
Calories from Fat   ,calories from fat
Calories   ,calories
Calories from Fat   ,calories from fat
Calories   ,calories
Calories from Fat   ,calories from fat
Calories   ,calories
Calories from Fat   ,calories from fat
Calories   ,calories
Calories from Fat   ,calories from fat
Calories   ,calories
Calories from Fat   ,calories from fat
Women's Performance Formula   ,women's performance formula
Quercetin Anhydrous  (98.5%)  ,quercetin anhydrous
Lycopene  (5%)  (Lycopersicon esculentum (Lycopersicon esculentum))  ,lycopene
Calories   ,calories
Calories from Fat   ,calories from fat
Calories   ,calories
Calories from Fat   ,calories from fat
Calories   ,calories
Calories from Fat   ,calories from fat
Calories   ,calories
Calories from Fat   ,calories from fat
Calories   ,calories
Calories from Fat   ,calories from fat
Calories   ,calories
Calories from Fat   ,calories from fat
Pump Matrix   ,pump matrix
|3,5 Diiodo-L-Thyronine   |,diiodo-l-thyronine
Proprietary Blend   ,proprietary
Calories   ,calories
Lipo Stricton Proprietary Blend   ,lipo stricton proprietary
Calories   ,calories
Lipo Stricton Proprietary Blend   ,lipo stricton proprietary
Proprietary Formulation   ,proprietary formulation
Proprietary Bioactive Matrix   <p class='indent01b' data-ingid='16778'>Hoodia gordonii (Hoodia gordonii) (20:1);</p><p class='indent01b' data-ingid='28037'>Banaba Leaf Extract 1%;</p><p class='indent01b' data-ingid='27868'>Clary Sage 4:1 (Sclareolides) ;</p><p class='indent01b' data-ingid='28139'>Guggulsterones Lipid Ext 2.5% (Gulipid) ;</p><p class='indent01b' data-ingid='14817'>Citrus Aurantium;</p><p class='indent01b' data-ingid='27887'>Cinnamon Back (Ramulus Cassiae);</p><p class='indent01b' data-ingid='12059'>L-Tyrosine;</p><p class='indent01b' data-ingid='28205'>Magnolia Bark Extract 40%;</p><p class='indent01b' data-ingid='28136'>Guarana Extract (50% Caffeine);</p><p class='indent01b' data-ingid='28130'>Green Tea 90% Polyphenols (50% EGCG);</p>,proprietary bioactive matrix hoodia gordonii
Proprietary Bioactive Matrix   <p class='indent01b' data-ingid='16778'>Hoodia gordonii (Hoodia gordonii) (20:1);</p><p class='indent01b' data-ingid='28037'>Banaba Leaf Extract 1%;</p><p class='indent01b' data-ingid='27868'>Clary Sage 4:1 (Sclareolides) ;</p><p class='indent01b' data-ingid='28139'>Guggulsterones Lipid Ext 2.5% (Gulipid) ;</p><p class='indent01b' data-ingid='14817'>Citrus Aurantium;</p><p class='indent01b' data-ingid='27888'>Cinnamon Bark (Ramulus Cassiae) ;</p><p class='indent01b' data-ingid='12059'>L-Tyrosine;</p><p class='indent01b' data-ingid='28205'>Magnolia Bark Extract 40%;</p><p class='indent01b' data-ingid='28136'>Guarana Extract (50% Caffeine);</p><p class='indent01b' data-ingid='28130'>Green Tea 90% Polyphenols (50% EGCG);</p>,proprietary bioactive matrix hoodia gordonii
Proprietary Bioactive Matrix   <p class='indent01b' data-ingid='27892'>7-Keto (DHEA) ;</p><p class='indent01b' data-ingid='9953'>vanadyl sulfate;</p><p class='indent01b' data-ingid='28169'>Kola Nut powder;</p><p class='indent01b' data-ingid='10571'>Ginseng;</p><p class='indent01b' data-ingid='28136'>Guarana Extract (50% Caffeine);</p><p class='indent01b' data-ingid='28134'>Green Tea Extract 8:1;</p><p class='indent01b' data-ingid='28130'>Green Tea 90% Polyphenols (50% EGCG);</p><p class='indent01b' data-ingid='28182'>L-Carnitine Tartrate (Patented);</p>,proprietary bioactive matrix 7-keto
Proprietary Bioactive Matrix   <p class='indent01b' data-ingid='28251'>Phaseolus Vulgaris;</p><p class='indent01b' data-ingid='28140'>Gymnema Sylvestre (Gymnema Sylvestre);</p>,proprietary bioactive matrix phaseolus vulgaris gymnema sylvestre
Proprietary Bioactive Matrix   <p class='indent01b' data-ingid='4059'>Milk Thistle;</p><p class='indent01b' data-ingid='4144'>Selenium;</p><p class='indent01b' data-ingid='4657'>Alpha Lipoic Acid;</p><p class='indent01b' data-ingid='28030'>Artichoke (Leaf);</p><p class='indent01b' data-ingid='4203'>Vinpocetine;</p><p class='indent01b' data-ingid='20322'>N-AcetylCysteine;</p>,proprietary bioactive matrix milk thistle selenium alpha lipoic acid artichoke vinpocetine n-acetylcysteine
Advanced Viscosity Flow Blend   ,advanced viscosity flow
Whole Organic Food Phytonutrient Complex   ,whole food phytonutrient
organic Agaricus Mushroom extract   ,agaricus mushroom
Flaxseed Oil {Powder}/Microalgae Oil Powder  (Life's DHA)  ,flaxseed oil /microalgae oil
Proprietary Plant Enzyme Blend   ,proprietary plant enzyme
HemiSEB(R)   ,hemiseb
Whole Food Antioxidant Blend   ,whole food antioxidant
Whole Organic Food Phytonutrient Complex   ,whole food phytonutrient
organic Agaricus Mushroom extract   ,agaricus mushroom
Flaxseed Oil {Powder}/Microalgae Oil Powder  (Life's DHA)  ,flaxseed oil /microalgae oil
Proprietary Plant Enzyme Blend   ,proprietary plant enzyme
HemiSEB(R)   ,hemiseb
Whole Food Antioxidant Blend   ,whole food antioxidant
Calories   ,calories
Calories from Fat   ,calories from fat
Proprietary Phytonutrient Complex   ,proprietary phytonutrient
Flaxseed Oil {Powder}/Microalgae Oil Powder  ((Canada/USA) (Life's DHA))  ,flaxseed oil /microalgae oil
Proprietary Plant Enzyme Blend  (India)  ,proprietary plant enzyme
HemiSEB(R)   ,hemiseb
Proprietary Probiotic Blend  (USA)  ,proprietary probiotic
Whole Food Antioxidant Complex   ,whole food antioxidant
Bioflavonoids   (from Citrus fruits (Africa/Europe))  ,bioflavonoids
Calories   ,calories
Calories from Fat   ,calories from fat
pHysioProtease"   ,physioprotease
Calories   ,calories
|Fuel Energy Blend   (L-Glycine, N-Acetyl-Tyrosine, Taurine, Caffeine, Malic Acid)  |,fuel energy
Calories   ,calories
|Fuel Energy Blend   (L-Glycine, N-Acetyl-Tyrosine, Taurine, Caffeine, Malic Acid)  |,fuel energy
Calories   ,calories
|Fuel Energy Blend   (L-Glycine, N-Acetyl-Tyrosine, Taurine, Caffeine, Malic Acid)  |,fuel energy
|Transfer Factor Matrix 2000(TM)   (A proprietary concentrated blend of chicken-derived transfer factors, and bovine colostrum extract (containing growth factors and immune components))  |,transfer factor matrix
BoulardiiMAX Blend   ,boulardiimax
Proprietary Blend   ,proprietary
Proprietary Blend   ,proprietary
Calories   ,calories
Proprietary FiberMax Blend   ,proprietary fibermax
